run,benchmark,prefetcher,config,pf_level,memory,simSeconds,simTicks,simInsts,numCycles,ipc,l1d_demand_misses,l1d_demand_accesses,l2_demand_misses,l2_demand_accesses,l1d_pf_issued,l1d_pf_useful,l1d_pf_unused,l2_pf_issued,l2_pf_useful,l2_pf_unused,imp_default_simSeconds,stage1_best_config,stage1_best_simSeconds,stage1_best_speedup,speedup_vs_imp_default,speedup_vs_stage1_best,l1d_miss_rate,l2_miss_rate,pf_issued,pf_useful,pf_unused,pf_accuracy,pf_unused_ratio,pf_coverage_l1d
quick_imp_stage2_default_l1d_ddr4_2x,quick,imp,default,l1d,ddr4_2x,0.008745,8744824422.0,24424718.0,26260734.0,0.930495,116518.0,9195236.0,28508.0,83822.0,178412.0,54981.0,504.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0,0.9672955974842767,0.012671561665192715,0.3401016439598196,178412.0,54981.0,504.0,0.3081687330448625,0.002824922090442347,0.4718670076726343
quick_imp_stage2_default_l2_ddr4_1x,quick,imp,default,l2,ddr4_1x,0.00905,9049646628.0,24424718.0,27176116.0,0.899153,257535.0,9238310.0,9310.0,82822.0,,,,30844.0,19182.0,29.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0,0.9737016574585635,0.027876851935040067,0.11240974620269976,30844.0,19182.0,29.0,0.621903773829594,0.0009402152768771884,0.07448307996971286
quick_imp_stage2_default_l2_ddr4_2x,quick,imp,default,l2,ddr4_2x,0.008962,8961787908.0,24424723.0,26912276.0,0.907968,256971.0,9237977.0,9317.0,82825.0,,,,30841.0,19180.0,27.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0,0.9740013389868334,0.027816804480028472,0.11249019015997586,30841.0,19180.0,27.0,0.6218994196037742,0.0008754579942284621,0.07463877246848866
quick_imp_stage2_s16_dist32_addr16_l1d_ddr4_1x,quick,imp,s16_dist32_addr16,l1d,ddr4_1x,0.008497,8497387440.0,24424723.0,25517680.0,0.95759,59414.0,9167049.0,28515.0,85137.0,165998.0,70140.0,1297.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006481256945392132,0.3349307586595722,165998.0,70140.0,1297.0,0.4225352112676056,0.007813347148760828,1.1805298414515097
quick_imp_stage2_s16_dist32_addr16_l1d_ddr4_2x,quick,imp,s16_dist32_addr16,l1d,ddr4_2x,0.008459,8459326872.0,24424732.0,25403384.0,0.961899,57720.0,9165808.0,28531.0,85108.0,162834.0,70256.0,1252.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.006297317159600114,0.33523288057526907,162834.0,70256.0,1252.0,0.4314578036527998,0.007688811918886719,1.2171864171864173
quick_imp_stage2_s16_dist32_addr16_l2_ddr4_1x,quick,imp,s16_dist32_addr16,l2,ddr4_1x,0.008812,8812392453.0,24424718.0,26463641.0,0.92336,242742.0,9227157.0,3981.0,82820.0,,,,30092.0,24510.0,32.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.026307344721673207,0.04806809949287612,30092.0,24510.0,32.0,0.8145021932739599,0.0010634055562940316,0.10097140173517562
quick_imp_stage2_s16_dist32_addr16_l2_ddr4_2x,quick,imp,s16_dist32_addr16,l2,ddr4_2x,0.008729,8729331930.0,24424723.0,26214210.0,0.932146,240499.0,9225301.0,4006.0,82824.0,,,,30347.0,24489.0,32.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026069501688887983,0.048367622911233456,30347.0,24489.0,32.0,0.8069660922002175,0.0010544699640821168,0.10182578721741047
quick_imp_stage2_s16_dist8_addr16_l1d_ddr4_1x,quick,imp,s16_dist8_addr16,l1d,ddr4_1x,0.008497,8497387440.0,24424723.0,25517680.0,0.95759,59414.0,9167049.0,28515.0,85137.0,165998.0,70140.0,1297.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006481256945392132,0.3349307586595722,165998.0,70140.0,1297.0,0.4225352112676056,0.007813347148760828,1.1805298414515097
quick_imp_stage2_s16_dist8_addr16_l1d_ddr4_2x,quick,imp,s16_dist8_addr16,l1d,ddr4_2x,0.008459,8459326872.0,24424732.0,25403384.0,0.961899,57720.0,9165808.0,28531.0,85108.0,162834.0,70256.0,1252.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.006297317159600114,0.33523288057526907,162834.0,70256.0,1252.0,0.4314578036527998,0.007688811918886719,1.2171864171864173
quick_imp_stage2_s16_dist8_addr16_l2_ddr4_1x,quick,imp,s16_dist8_addr16,l2,ddr4_1x,0.008812,8812392453.0,24424718.0,26463641.0,0.92336,242742.0,9227157.0,3981.0,82820.0,,,,30092.0,24510.0,32.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.026307344721673207,0.04806809949287612,30092.0,24510.0,32.0,0.8145021932739599,0.0010634055562940316,0.10097140173517562
quick_imp_stage2_s16_dist8_addr16_l2_ddr4_2x,quick,imp,s16_dist8_addr16,l2,ddr4_2x,0.008729,8729331930.0,24424723.0,26214210.0,0.932146,240499.0,9225301.0,4006.0,82824.0,,,,30347.0,24489.0,32.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026069501688887983,0.048367622911233456,30347.0,24489.0,32.0,0.8069660922002175,0.0010544699640821168,0.10182578721741047
quick_imp_stage2_s16_ipd16_addr16_l1d_ddr4_1x,quick,imp,s16_ipd16_addr16,l1d,ddr4_1x,0.008497,8497387440.0,24424723.0,25517680.0,0.95759,59414.0,9167049.0,28515.0,85137.0,165998.0,70140.0,1297.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006481256945392132,0.3349307586595722,165998.0,70140.0,1297.0,0.4225352112676056,0.007813347148760828,1.1805298414515097
quick_imp_stage2_s16_ipd16_addr16_l1d_ddr4_2x,quick,imp,s16_ipd16_addr16,l1d,ddr4_2x,0.008459,8459326872.0,24424732.0,25403384.0,0.961899,57720.0,9165808.0,28531.0,85108.0,162834.0,70256.0,1252.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.006297317159600114,0.33523288057526907,162834.0,70256.0,1252.0,0.4314578036527998,0.007688811918886719,1.2171864171864173
quick_imp_stage2_s16_ipd16_addr16_l2_ddr4_1x,quick,imp,s16_ipd16_addr16,l2,ddr4_1x,0.008812,8812392453.0,24424718.0,26463641.0,0.92336,242742.0,9227157.0,3981.0,82820.0,,,,30092.0,24510.0,32.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.026307344721673207,0.04806809949287612,30092.0,24510.0,32.0,0.8145021932739599,0.0010634055562940316,0.10097140173517562
quick_imp_stage2_s16_ipd16_addr16_l2_ddr4_2x,quick,imp,s16_ipd16_addr16,l2,ddr4_2x,0.008729,8729331930.0,24424723.0,26214210.0,0.932146,240499.0,9225301.0,4006.0,82824.0,,,,30347.0,24489.0,32.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026069501688887983,0.048367622911233456,30347.0,24489.0,32.0,0.8069660922002175,0.0010544699640821168,0.10182578721741047
quick_imp_stage2_s16_ipd16_pt32_l1d_ddr4_1x,quick,imp,s16_ipd16_pt32,l1d,ddr4_1x,0.008497,8497387440.0,24424723.0,25517680.0,0.95759,59414.0,9167049.0,28515.0,85137.0,165998.0,70140.0,1297.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006481256945392132,0.3349307586595722,165998.0,70140.0,1297.0,0.4225352112676056,0.007813347148760828,1.1805298414515097
quick_imp_stage2_s16_ipd16_pt32_l1d_ddr4_2x,quick,imp,s16_ipd16_pt32,l1d,ddr4_2x,0.008459,8459326872.0,24424732.0,25403384.0,0.961899,57720.0,9165808.0,28531.0,85108.0,162834.0,70256.0,1252.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.006297317159600114,0.33523288057526907,162834.0,70256.0,1252.0,0.4314578036527998,0.007688811918886719,1.2171864171864173
quick_imp_stage2_s16_ipd16_pt32_l2_ddr4_1x,quick,imp,s16_ipd16_pt32,l2,ddr4_1x,0.008812,8812392453.0,24424718.0,26463641.0,0.92336,242742.0,9227157.0,3981.0,82820.0,,,,30092.0,24510.0,32.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.026307344721673207,0.04806809949287612,30092.0,24510.0,32.0,0.8145021932739599,0.0010634055562940316,0.10097140173517562
quick_imp_stage2_s16_ipd16_pt32_l2_ddr4_2x,quick,imp,s16_ipd16_pt32,l2,ddr4_2x,0.008729,8729331930.0,24424723.0,26214210.0,0.932146,240499.0,9225301.0,4006.0,82824.0,,,,30347.0,24489.0,32.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026069501688887983,0.048367622911233456,30347.0,24489.0,32.0,0.8069660922002175,0.0010544699640821168,0.10182578721741047
quick_imp_stage2_s16_ipd8_addr8_l1d_ddr4_1x,quick,imp,s16_ipd8_addr8,l1d,ddr4_1x,0.008497,8497387440.0,24424723.0,25517680.0,0.95759,59414.0,9167049.0,28515.0,85137.0,165998.0,70140.0,1297.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006481256945392132,0.3349307586595722,165998.0,70140.0,1297.0,0.4225352112676056,0.007813347148760828,1.1805298414515097
quick_imp_stage2_s16_ipd8_addr8_l1d_ddr4_2x,quick,imp,s16_ipd8_addr8,l1d,ddr4_2x,0.008459,8459326872.0,24424732.0,25403384.0,0.961899,57720.0,9165808.0,28531.0,85108.0,162834.0,70256.0,1252.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.006297317159600114,0.33523288057526907,162834.0,70256.0,1252.0,0.4314578036527998,0.007688811918886719,1.2171864171864173
quick_imp_stage2_s16_ipd8_addr8_l2_ddr4_1x,quick,imp,s16_ipd8_addr8,l2,ddr4_1x,0.008812,8812392453.0,24424718.0,26463641.0,0.92336,242742.0,9227157.0,3981.0,82820.0,,,,30092.0,24510.0,32.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.026307344721673207,0.04806809949287612,30092.0,24510.0,32.0,0.8145021932739599,0.0010634055562940316,0.10097140173517562
quick_imp_stage2_s16_ipd8_addr8_l2_ddr4_2x,quick,imp,s16_ipd8_addr8,l2,ddr4_2x,0.008729,8729331930.0,24424723.0,26214210.0,0.932146,240499.0,9225301.0,4006.0,82824.0,,,,30347.0,24489.0,32.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026069501688887983,0.048367622911233456,30347.0,24489.0,32.0,0.8069660922002175,0.0010544699640821168,0.10182578721741047
quick_imp_stage2_s16_l1d_ddr4_1x,quick,imp,s16,l1d,ddr4_1x,0.008497,8497387440.0,24424723.0,25517680.0,0.95759,59414.0,9167049.0,28515.0,85137.0,165998.0,70140.0,1297.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006481256945392132,0.3349307586595722,165998.0,70140.0,1297.0,0.4225352112676056,0.007813347148760828,1.1805298414515097
quick_imp_stage2_s16_l1d_ddr4_2x,quick,imp,s16,l1d,ddr4_2x,0.008459,8459326872.0,24424732.0,25403384.0,0.961899,57720.0,9165808.0,28531.0,85108.0,162834.0,70256.0,1252.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.006297317159600114,0.33523288057526907,162834.0,70256.0,1252.0,0.4314578036527998,0.007688811918886719,1.2171864171864173
quick_imp_stage2_s16_l2_ddr4_1x,quick,imp,s16,l2,ddr4_1x,0.008812,8812392453.0,24424718.0,26463641.0,0.92336,242742.0,9227157.0,3981.0,82820.0,,,,30092.0,24510.0,32.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.026307344721673207,0.04806809949287612,30092.0,24510.0,32.0,0.8145021932739599,0.0010634055562940316,0.10097140173517562
quick_imp_stage2_s16_l2_ddr4_2x,quick,imp,s16,l2,ddr4_2x,0.008729,8729331930.0,24424723.0,26214210.0,0.932146,240499.0,9225301.0,4006.0,82824.0,,,,30347.0,24489.0,32.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026069501688887983,0.048367622911233456,30347.0,24489.0,32.0,0.8069660922002175,0.0010544699640821168,0.10182578721741047
quick_imp_stage2_s16_pt8_sth2_l1d_ddr4_1x,quick,imp,s16_pt8_sth2,l1d,ddr4_1x,0.00849,8490490011.0,24424718.0,25496967.0,0.958368,59116.0,9166631.0,28507.0,85194.0,165289.0,70193.0,1341.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0356890459363959,1.0008244994110718,0.006449043274459286,0.3346127661572411,165289.0,70193.0,1341.0,0.42466830823587776,0.008113062575246991,1.1873773597672372
quick_imp_stage2_s16_pt8_sth2_l1d_ddr4_2x,quick,imp,s16_pt8_sth2,l1d,ddr4_2x,0.008459,8459277588.0,24424718.0,25403236.0,0.961904,57633.0,9165991.0,28527.0,85164.0,162965.0,70261.0,1321.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0338101430429127,1.0,0.0062876998242743206,0.3349654783711427,162965.0,70261.0,1321.0,0.43114165618384315,0.008106035038198386,1.2191105790085541
quick_imp_stage2_s16_pt8_sth2_l2_ddr4_1x,quick,imp,s16_pt8_sth2,l2,ddr4_1x,0.008815,8814562947.0,24424718.0,26470159.0,0.923133,242693.0,9227041.0,3970.0,82818.0,,,,30122.0,24519.0,39.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0266591038003405,0.9996596710153148,0.02630236497269276,0.04793643893839503,30122.0,24519.0,39.0,0.8139897749153443,0.0012947347453688334,0.10102887186692652
quick_imp_stage2_s16_pt8_sth2_l2_ddr4_2x,quick,imp,s16_pt8_sth2,l2,ddr4_2x,0.008729,8729217045.0,24424723.0,26213865.0,0.932159,240447.0,9225218.0,3993.0,82823.0,,,,30358.0,24501.0,39.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.02606409951504669,0.048211245668473734,30358.0,24501.0,39.0,0.807068976875947,0.0012846696093286778,0.10189771550487217
quick_imp_stage2_s16_pt8_sth8_l1d_ddr4_1x,quick,imp,s16_pt8_sth8,l1d,ddr4_1x,0.00849,8489955879.0,24424718.0,25495363.0,0.958428,59358.0,9166431.0,28509.0,85106.0,164132.0,69935.0,1212.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0356890459363959,1.0008244994110718,0.006475584663212978,0.3349822574201584,164132.0,69935.0,1212.0,0.42608997636049034,0.007384300441108376,1.178189965969204
quick_imp_stage2_s16_pt8_sth8_l1d_ddr4_2x,quick,imp,s16_pt8_sth8,l1d,ddr4_2x,0.00846,8459615916.0,24424723.0,25404252.0,0.961866,57993.0,9165735.0,28518.0,85105.0,161960.0,70027.0,1195.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0336879432624113,0.9998817966903072,0.0063271521596467714,0.33509194524411023,161960.0,70027.0,1195.0,0.43237219066436156,0.0073783650284020745,1.207507802665839
quick_imp_stage2_s16_pt8_sth8_l2_ddr4_1x,quick,imp,s16_pt8_sth8,l2,ddr4_1x,0.008816,8815810365.0,24424718.0,26473905.0,0.923002,242759.0,9227193.0,4019.0,82821.0,,,,30037.0,24472.0,29.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0265426497277679,0.9995462794918332,0.02630908446371502,0.048526339937938444,30037.0,24472.0,29.0,0.8147285015147984,0.0009654759130405833,0.10080779703327168
quick_imp_stage2_s16_pt8_sth8_l2_ddr4_2x,quick,imp,s16_pt8_sth8,l2,ddr4_2x,0.008732,8732147778.0,24424723.0,26222666.0,0.931846,240538.0,9225297.0,4040.0,82825.0,,,,30262.0,24456.0,29.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0263398992212551,0.9996564360971141,0.026073740498544384,0.04877754301237549,30262.0,24456.0,29.0,0.8081422245720706,0.0009582975348622035,0.10167208507595474
quick_imp_stage2_s16_sth2_l1d_ddr4_1x,quick,imp,s16_sth2,l1d,ddr4_1x,0.008497,8497104723.0,24424718.0,25516831.0,0.957622,59160.0,9167416.0,28554.0,85487.0,166306.0,70318.0,1512.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0348358244086149,1.0,0.006453290654640304,0.33401569829330774,166306.0,70318.0,1512.0,0.4228229889480837,0.009091674383365602,1.188607167004733
quick_imp_stage2_s16_sth2_l1d_ddr4_2x,quick,imp,s16_sth2,l1d,ddr4_2x,0.00846,8459544654.0,24424723.0,25404038.0,0.961874,57597.0,9165998.0,28580.0,85433.0,163282.0,70405.0,1448.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0336879432624113,0.9998817966903072,0.00628376746318295,0.3345311530673159,163282.0,70405.0,1448.0,0.43118653617667596,0.008868093237466469,1.222372693022206
quick_imp_stage2_s16_sth2_l2_ddr4_1x,quick,imp,s16_sth2,l2,ddr4_1x,0.008815,8814529980.0,24424718.0,26470060.0,0.923136,242700.0,9227056.0,3968.0,82818.0,,,,30166.0,24521.0,85.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0266591038003405,0.9996596710153148,0.026303080852657663,0.04791228959887947,30166.0,24521.0,85.0,0.8128687926805013,0.002817741828548697,0.10103419859909353
quick_imp_stage2_s16_sth2_l2_ddr4_2x,quick,imp,s16_sth2,l2,ddr4_2x,0.008729,8728624305.0,24424718.0,26212085.0,0.932222,240456.0,9225235.0,3987.0,82819.0,,,,30402.0,24503.0,85.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0266926337495703,1.0,0.026065027069771124,0.0481411270360666,30402.0,24503.0,85.0,0.8059667127162686,0.0027958686928491547,0.10190221911701101
quick_imp_stage2_s16_sth8_l1d_ddr4_1x,quick,imp,s16_sth8,l1d,ddr4_1x,0.00849,8490007827.0,24424723.0,25495519.0,0.958423,59063.0,9166344.0,28514.0,85097.0,164158.0,70080.0,1228.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.0356890459363959,1.0008244994110718,0.006443463173540072,0.3350764421777501,164158.0,70080.0,1228.0,0.4269057858892043,0.007480597960501468,1.1865296378443357
quick_imp_stage2_s16_sth8_l1d_ddr4_2x,quick,imp,s16_sth8,l1d,ddr4_2x,0.00846,8460405792.0,24424723.0,25406624.0,0.961776,57718.0,9165703.0,28520.0,85095.0,162039.0,70174.0,1211.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0336879432624113,0.9998817966903072,0.00629717109533224,0.33515482695810567,162039.0,70174.0,1211.0,0.43306858225488926,0.007473509463771067,1.2158078935514052
quick_imp_stage2_s16_sth8_l2_ddr4_1x,quick,imp,s16_sth8,l2,ddr4_1x,0.008812,8812250262.0,24424718.0,26463214.0,0.923375,242753.0,9227193.0,3995.0,82822.0,,,,30052.0,24497.0,29.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0270086246028143,1.0,0.02630843421179117,0.0482359759484195,30052.0,24497.0,29.0,0.8151537335285505,0.0009649940103820046,0.1009132739863153
quick_imp_stage2_s16_sth8_l2_ddr4_2x,quick,imp,s16_sth8,l2,ddr4_2x,0.008732,8731727865.0,24424718.0,26221405.0,0.93189,240527.0,9225280.0,4010.0,82820.0,,,,30277.0,24481.0,29.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0263398992212551,0.9996564360971141,0.026072596170522738,0.04841825645979232,30277.0,24481.0,29.0,0.8085675595336393,0.0009578227697592232,0.10178067327160777
quick_imp_stage2_s2_l1d_ddr4_1x,quick,imp,s2,l1d,ddr4_1x,0.009046,9046025253.0,24424718.0,27165241.0,0.899513,181405.0,9225311.0,28490.0,83110.0,208952.0,40162.0,136.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,0.9720318372761442,0.93931019235021,0.019663835723261795,0.3427987005173866,208952.0,40162.0,136.0,0.192206822619549,0.0006508671848079942,0.22139411813345827
quick_imp_stage2_s2_l1d_ddr4_2x,quick,imp,s2,l1d,ddr4_2x,0.008995,8995483179.0,24424723.0,27013463.0,0.904567,177906.0,9222982.0,28497.0,83115.0,205423.0,40526.0,135.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,0.9722067815453029,0.9404113396331295,0.019289422878630794,0.34286229922396677,205423.0,40526.0,135.0,0.19728073292669274,0.0006571805494029393,0.227794453250593
quick_imp_stage2_s2_l2_ddr4_1x,quick,imp,s2,l2,ddr4_1x,0.009232,9231851907.0,24424723.0,27723279.0,0.881407,271279.0,9249036.0,14310.0,82823.0,,,,27119.0,14180.0,8.0,0.00905,sdist16,0.008812,1.0270086246028145,0.9802859618717504,0.9545060658578856,0.029330516174874872,0.1727780930417879,27119.0,14180.0,8.0,0.5228806371916369,0.0002949961281758177,0.05227090928527457
quick_imp_stage2_s2_l2_ddr4_2x,quick,imp,s2,l2,ddr4_2x,0.009136,9135820701.0,24424723.0,27434897.0,0.890672,271726.0,9249176.0,14153.0,82826.0,,,,26714.0,14340.0,9.0,0.008962,sdist16,0.008729,1.0266926337495703,0.980954465849387,0.9554509632224168,0.029378400843491356,0.1708762948832492,26714.0,14340.0,9.0,0.536797184996631,0.00033690199895186043,0.05277375002760133
quick_imp_stage2_s2_sth2_l1d_ddr4_1x,quick,imp,s2_sth2,l1d,ddr4_1x,0.009048,9048026916.0,24424732.0,27171252.0,0.899314,181195.0,9224614.0,28499.0,83116.0,209090.0,40185.0,149.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,0.971816976127321,0.939102564102564,0.019642556317261622,0.3428822368737668,209090.0,40185.0,149.0,0.19218996604333063,0.0007126117939643216,0.22177764287094015
quick_imp_stage2_s2_sth2_l1d_ddr4_2x,quick,imp,s2_sth2,l1d,ddr4_2x,0.008995,8994717612.0,24424718.0,27011164.0,0.904644,178044.0,9222758.0,28497.0,83117.0,205818.0,40531.0,150.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,0.9722067815453029,0.9404113396331295,0.019304854361352645,0.3428540491114934,205818.0,40531.0,150.0,0.19692641071237696,0.0007287992303880127,0.22764597515220958
quick_imp_stage2_s2_sth2_l2_ddr4_1x,quick,imp,s2_sth2,l2,ddr4_1x,0.009231,9230991102.0,24424718.0,27720694.0,0.881489,271118.0,9248874.0,14296.0,82819.0,,,,27030.0,14189.0,15.0,0.00905,sdist16,0.008812,1.0270086246028145,0.9803921568627452,0.954609468096631,0.0293136223933854,0.1726173945592195,27030.0,14189.0,15.0,0.5249352571217166,0.0005549389567147614,0.05233514558236635
quick_imp_stage2_s2_sth2_l2_ddr4_2x,quick,imp,s2_sth2,l2,ddr4_2x,0.009137,9137106414.0,24424723.0,27438758.0,0.890546,271709.0,9249230.0,14160.0,82827.0,,,,26683.0,14334.0,16.0,0.008962,sdist16,0.008729,1.0266926337495703,0.9808471051767539,0.9553463937835177,0.029376391332035207,0.17095874533666558,26683.0,14334.0,16.0,0.5371959674699247,0.0005996327249559645,0.05275496947101495
quick_imp_stage2_s2_sth8_l1d_ddr4_1x,quick,imp,s2_sth8,l1d,ddr4_1x,0.009049,9048669273.0,24424723.0,27173181.0,0.89925,181544.0,9225285.0,28489.0,83104.0,208636.0,40134.0,125.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,0.97170958116919,0.9389987843960658,0.01967895842784261,0.342811417019638,208636.0,40134.0,125.0,0.1923637339672923,0.0005991295845395809,0.22107037412417926
quick_imp_stage2_s2_sth8_l1d_ddr4_2x,quick,imp,s2_sth8,l1d,ddr4_2x,0.008995,8995015314.0,24424723.0,27012058.0,0.904614,177939.0,9223015.0,28490.0,83101.0,205098.0,40487.0,123.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,0.9722067815453029,0.9404113396331295,0.019292931866640137,0.3428358262836789,205098.0,40487.0,123.0,0.1974031926201133,0.0005997133077845712,0.22753303098252772
quick_imp_stage2_s2_sth8_l2_ddr4_1x,quick,imp,s2_sth8,l2,ddr4_1x,0.009232,9231772986.0,24424723.0,27723042.0,0.881414,271235.0,9248944.0,14319.0,82824.0,,,,27105.0,14171.0,6.0,0.00905,sdist16,0.008812,1.0270086246028145,0.9802859618717504,0.9545060658578856,0.029326050628050077,0.17288467110982325,27105.0,14171.0,6.0,0.5228186681424092,0.00022136137244050912,0.05224620716352978
quick_imp_stage2_s2_sth8_l2_ddr4_2x,quick,imp,s2_sth8,l2,ddr4_2x,0.009137,9137086767.0,24424723.0,27438699.0,0.890548,271277.0,9248832.0,14152.0,82826.0,,,,26696.0,14342.0,7.0,0.008962,sdist16,0.008729,1.0266926337495703,0.9808471051767539,0.9553463937835177,0.02933094686983178,0.17086422137975998,26696.0,14342.0,7.0,0.5372340425531915,0.0002622115672759964,0.05286847023522082
quick_imp_stage2_s8_dist32_addr8_l1d_ddr4_1x,quick,imp,s8_dist32_addr8,l1d,ddr4_1x,0.008624,8623867500.0,24424718.0,25897500.0,0.943546,84984.0,9179207.0,28533.0,84779.0,170791.0,63733.0,1042.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.019596474953618,0.985273654916512,0.009258316105084024,0.3365574021868623,170791.0,63733.0,1042.0,0.37316369129520877,0.0061010240586447766,0.7499411653958392
quick_imp_stage2_s8_dist32_addr8_l1d_ddr4_2x,quick,imp,s8_dist32_addr8,l1d,ddr4_2x,0.008586,8586397341.0,24424718.0,25784977.0,0.947663,84081.0,9178669.0,28533.0,84734.0,169490.0,63656.0,1001.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0185185185185184,0.9852084789191707,0.009160478496392016,0.3367361389760899,169490.0,63656.0,1001.0,0.3755737801640215,0.005905953153578382,0.7570794828796041
quick_imp_stage2_s8_dist32_addr8_l2_ddr4_1x,quick,imp,s8_dist32_addr8,l2,ddr4_1x,0.008941,8940925458.0,24424723.0,26849626.0,0.910086,250014.0,9232908.0,6238.0,82824.0,,,,32132.0,22266.0,45.0,0.00905,sdist16,0.008812,1.0270086246028145,1.0121910300861203,0.9855720836595461,0.027078575893965368,0.0753163334299237,32132.0,22266.0,45.0,0.6929540644840035,0.001400473048674219,0.08905901269528907
quick_imp_stage2_s8_dist32_addr8_l2_ddr4_2x,quick,imp,s8_dist32_addr8,l2,ddr4_2x,0.008854,8853907563.0,24424739.0,26588311.0,0.919032,247788.0,9231125.0,6239.0,82823.0,,,,32106.0,22265.0,43.0,0.008962,sdist16,0.008729,1.0266926337495703,1.0121978766659137,0.9858820871922295,0.02684266543893621,0.07532931673568936,32106.0,22265.0,43.0,0.6934840839718432,0.0013393135239519094,0.08985503737065556
quick_imp_stage2_s8_dist8_addr8_l1d_ddr4_1x,quick,imp,s8_dist8_addr8,l1d,ddr4_1x,0.008624,8623867500.0,24424718.0,25897500.0,0.943546,84984.0,9179207.0,28533.0,84779.0,170791.0,63733.0,1042.0,,,,0.008793,sdist16,0.008497,1.0348358244086149,1.019596474953618,0.985273654916512,0.009258316105084024,0.3365574021868623,170791.0,63733.0,1042.0,0.37316369129520877,0.0061010240586447766,0.7499411653958392
quick_imp_stage2_s8_dist8_addr8_l1d_ddr4_2x,quick,imp,s8_dist8_addr8,l1d,ddr4_2x,0.008586,8586397341.0,24424718.0,25784977.0,0.947663,84081.0,9178669.0,28533.0,84734.0,169490.0,63656.0,1001.0,,,,0.008745,sdist16,0.008459,1.0338101430429127,1.0185185185185184,0.9852084789191707,0.009160478496392016,0.3367361389760899,169490.0,63656.0,1001.0,0.3755737801640215,0.005905953153578382,0.7570794828796041
